country,date,confirmed,recovered,deaths,first_date,population,density,median_age,urban_population,confirmed_change,deaths_change,recovered_change,days_since_first_case
Taiwan,2020-03-24,215,29,2,2020-03-18,23816775,673,42,0.79,20,0,1,6
Taiwan,2020-04-05,363,50,5,2020-03-18,23816775,673,42,0.79,8,0,0,18
Taiwan,2020-01-29,8,0,0,2020-03-18,23816775,673,42,0.79,0,0,0,-49
Taiwan,2020-01-31,10,0,0,2020-03-18,23816775,673,42,0.79,1,0,0,-47
Taiwan,2020-02-17,22,2,1,2020-03-18,23816775,673,42,0.79,2,0,0,-30
Taiwan,2020-03-02,41,12,1,2020-03-18,23816775,673,42,0.79,1,0,3,-16
Taiwan,2020-03-26,252,29,2,2020-03-18,23816775,673,42,0.79,17,0,0,8
Taiwan,2020-03-20,135,26,2,2020-03-18,23816775,673,42,0.79,27,1,0,2
Taiwan,2020-01-26,4,0,0,2020-03-18,23816775,673,42,0.79,1,0,0,-52
Taiwan,2020-01-30,9,0,0,2020-03-18,23816775,673,42,0.79,1,0,0,-48
Taiwan,2020-03-05,44,12,1,2020-03-18,23816775,673,42,0.79,2,0,0,-13
Taiwan,2020-04-06,373,57,5,2020-03-18,23816775,673,42,0.79,10,0,7,19
Taiwan,2020-02-14,18,2,0,2020-03-18,23816775,673,42,0.79,0,0,1,-33
Taiwan,2020-02-15,18,2,0,2020-03-18,23816775,673,42,0.79,0,0,0,-32
Taiwan,2020-03-14,53,20,1,2020-03-18,23816775,673,42,0.79,3,0,0,-4
Taiwan,2020-03-27,267,29,2,2020-03-18,23816775,673,42,0.79,15,0,0,9
Taiwan,2020-02-07,16,1,0,2020-03-18,23816775,673,42,0.79,0,0,0,-40
Taiwan,2020-03-25,235,29,2,2020-03-18,23816775,673,42,0.79,20,0,0,7
Taiwan,2020-04-02,339,45,5,2020-03-18,23816775,673,42,0.79,10,0,6,15
Taiwan,2020-02-11,18,1,0,2020-03-18,23816775,673,42,0.79,0,0,0,-36
Taiwan,2020-04-03,348,50,5,2020-03-18,23816775,673,42,0.79,9,0,5,16
Taiwan,2020-02-20,24,2,1,2020-03-18,23816775,673,42,0.79,1,0,0,-27
Taiwan,2020-02-24,30,5,1,2020-03-18,23816775,673,42,0.79,2,0,3,-23
Taiwan,2020-03-04,42,12,1,2020-03-18,23816775,673,42,0.79,0,0,0,-14
Taiwan,2020-03-12,49,20,1,2020-03-18,23816775,673,42,0.79,1,0,3,-6
Taiwan,2020-02-10,18,1,0,2020-03-18,23816775,673,42,0.79,0,0,0,-37
Taiwan,2020-02-26,32,5,1,2020-03-18,23816775,673,42,0.79,1,0,0,-21
Taiwan,2020-02-12,18,1,0,2020-03-18,23816775,673,42,0.79,0,0,0,-35
Taiwan,2020-02-29,39,9,1,2020-03-18,23816775,673,42,0.79,5,0,3,-18
Taiwan,2020-04-01,329,39,5,2020-03-18,23816775,673,42,0.79,7,0,0,14
Taiwan,2020-03-29,298,30,2,2020-03-18,23816775,673,42,0.79,15,0,0,11
Taiwan,2020-03-11,48,17,1,2020-03-18,23816775,673,42,0.79,3,0,2,-7
Taiwan,2020-03-21,153,28,2,2020-03-18,23816775,673,42,0.79,18,0,2,3
Taiwan,2020-03-18,100,22,1,2020-03-18,23816775,673,42,0.79,23,0,0,0
Taiwan,2020-01-28,8,0,0,2020-03-18,23816775,673,42,0.79,3,0,0,-50
Taiwan,2020-01-27,5,0,0,2020-03-18,23816775,673,42,0.79,1,0,0,-51
Taiwan,2020-03-19,108,26,1,2020-03-18,23816775,673,42,0.79,8,0,4,1
Taiwan,2020-02-06,16,1,0,2020-03-18,23816775,673,42,0.79,5,0,1,-41
Monaco,2020-03-22,23,1,0,,39242,26337,,,12,0,1,
Monaco,2020-04-07,79,4,1,,39242,26337,,,2,0,0,
Monaco,2020-04-06,77,4,1,,39242,26337,,,4,0,1,
Monaco,2020-04-04,66,3,1,,39242,26337,,,2,0,0,
Monaco,2020-03-03,1,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-13,2,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-06,1,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-09,1,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-14,2,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-04,1,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-19,7,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-02,1,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-12,2,0,0,,39242,26337,,,1,0,0,
Monaco,2020-03-16,7,0,0,,39242,26337,,,5,0,0,
Monaco,2020-04-01,55,2,1,,39242,26337,,,3,0,0,
Monaco,2020-03-21,11,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-29,46,1,1,,39242,26337,,,4,1,0,
Monaco,2020-02-29,1,0,0,,39242,26337,,,1,0,0,
Monaco,2020-03-01,1,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-28,42,1,0,,39242,26337,,,0,0,0,
Monaco,2020-03-11,1,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-26,33,1,0,,39242,26337,,,2,0,0,
Monaco,2020-04-03,64,3,1,,39242,26337,,,4,0,1,
Monaco,2020-03-24,23,1,0,,39242,26337,,,0,0,0,
Monaco,2020-03-18,7,0,0,,39242,26337,,,0,0,0,
Monaco,2020-04-02,60,2,1,,39242,26337,,,5,0,0,
Monaco,2020-03-30,49,1,1,,39242,26337,,,3,0,0,
Monaco,2020-03-31,52,2,1,,39242,26337,,,3,0,1,
Monaco,2020-03-07,1,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-15,2,0,0,,39242,26337,,,0,0,0,
Monaco,2020-04-05,73,3,1,,39242,26337,,,7,0,0,
Monaco,2020-03-23,23,1,0,,39242,26337,,,0,0,0,
Monaco,2020-03-25,31,1,0,,39242,26337,,,8,0,0,
Monaco,2020-03-20,11,0,0,,39242,26337,,,4,0,0,
Monaco,2020-03-08,1,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-05,1,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-17,7,0,0,,39242,26337,,,0,0,0,
Monaco,2020-03-27,42,1,0,,39242,26337,,,9,0,0,
Monaco,2020-03-10,1,0,0,,39242,26337,,,0,0,0,
Canada,2020-04-04,12978,2577,218,2020-03-11,37742154,4,41,0.81,541,39,402,24
Canada,2020-03-05,37,6,0,2020-03-11,37742154,4,41,0.81,4,0,0,-6
Canada,2020-03-29,6280,466,64,2020-03-11,37742154,4,41,0.81,704,3,0,18
Canada,2020-03-02,27,6,0,2020-03-11,37742154,4,41,0.81,3,0,0,-9
Canada,2020-03-04,33,6,0,2020-03-11,37742154,4,41,0.81,3,0,0,-7
Canada,2020-03-14,196,8,1,2020-03-11,37742154,4,41,0.81,3,0,0,3
Canada,2020-04-07,17872,3791,375,2020-03-11,37742154,4,41,0.81,1309,36,535,27
Canada,2020-02-19,8,1,0,2020-03-11,37742154,4,41,0.81,0,0,0,-21
Canada,2020-01-31,3,0,0,2020-03-11,37742154,4,41,0.81,0,0,0,-40
Canada,2020-02-12,7,1,0,2020-03-11,37742154,4,41,0.81,0,0,1,-28
Canada,2020-03-12,117,8,1,2020-03-11,37742154,4,41,0.81,9,0,0,1
Canada,2020-03-23,2088,10,25,2020-03-11,37742154,4,41,0.81,618,4,0,12
Canada,2020-04-05,15756,3012,259,2020-03-11,37742154,4,41,0.81,2778,41,435,25
Canada,2020-03-24,2790,110,26,2020-03-11,37742154,4,41,0.81,702,1,100,13
Canada,2020-03-27,4682,256,54,2020-03-11,37742154,4,41,0.81,640,16,72,16
Canada,2020-02-29,20,6,0,2020-03-11,37742154,4,41,0.81,6,0,0,-11
Canada,2020-02-02,4,0,0,2020-03-11,37742154,4,41,0.81,0,0,0,-38
Canada,2020-03-01,24,6,0,2020-03-11,37742154,4,41,0.81,4,0,0,-10
Canada,2020-03-21,1278,10,19,2020-03-11,37742154,4,41,0.81,335,7,1,10
Canada,2020-02-21,9,3,0,2020-03-11,37742154,4,41,0.81,1,0,2,-19
Canada,2020-03-03,30,6,0,2020-03-11,37742154,4,41,0.81,3,0,0,-8
Canada,2020-03-22,1470,10,21,2020-03-11,37742154,4,41,0.81,192,2,0,11
Canada,2020-03-13,193,8,1,2020-03-11,37742154,4,41,0.81,76,0,0,2
Canada,2020-02-07,7,0,0,2020-03-11,37742154,4,41,0.81,2,0,0,-33
Canada,2020-02-23,9,3,0,2020-03-11,37742154,4,41,0.81,0,0,0,-17
Canada,2020-03-25,3251,183,30,2020-03-11,37742154,4,41,0.81,461,4,73,14
Canada,2020-03-30,7398,466,80,2020-03-11,37742154,4,41,0.81,1118,16,0,19
Canada,2020-01-27,1,0,0,2020-03-11,37742154,4,41,0.81,0,0,0,-44
Canada,2020-02-08,7,0,0,2020-03-11,37742154,4,41,0.81,0,0,0,-32
Canada,2020-02-28,14,6,0,2020-03-11,37742154,4,41,0.81,1,0,0,-12
Canada,2020-03-19,800,9,9,2020-03-11,37742154,4,41,0.81,143,1,0,8
Canada,2020-02-05,5,0,0,2020-03-11,37742154,4,41,0.81,1,0,0,-35
Canada,2020-02-16,7,1,0,2020-03-11,37742154,4,41,0.81,0,0,0,-24
Canada,2020-02-22,9,3,0,2020-03-11,37742154,4,41,0.81,0,0,0,-18
Canada,2020-03-07,54,8,0,2020-03-11,37742154,4,41,0.81,5,0,2,-4
Canada,2020-03-26,4042,184,38,2020-03-11,37742154,4,41,0.81,791,8,1,15
Canada,2020-01-29,2,0,0,2020-03-11,37742154,4,41,0.81,0,0,0,-42
Canada,2020-02-06,5,0,0,2020-03-11,37742154,4,41,0.81,0,0,0,-34
Canada,2020-02-13,7,1,0,2020-03-11,37742154,4,41,0.81,0,0,0,-27
Canada,2020-02-14,7,1,0,2020-03-11,37742154,4,41,0.81,0,0,0,-26
Canada,2020-02-24,10,3,0,2020-03-11,37742154,4,41,0.81,1,0,0,-16
Canada,2020-04-01,9560,1592,109,2020-03-11,37742154,4,41,0.81,1033,8,0,21
Canada,2020-01-28,2,0,0,2020-03-11,37742154,4,41,0.81,1,0,0,-43
Canada,2020-03-06,49,6,0,2020-03-11,37742154,4,41,0.81,12,0,0,-5
Canada,2020-03-15,250,8,1,2020-03-11,37742154,4,41,0.81,54,0,0,4
Canada,2020-04-06,16563,3256,339,2020-03-11,37742154,4,41,0.81,807,80,244,26
Canada,2020-03-18,657,9,8,2020-03-11,37742154,4,41,0.81,179,3,0,7
Canada,2020-02-18,8,1,0,2020-03-11,37742154,4,41,0.81,0,0,0,-22
Canada,2020-02-11,7,0,0,2020-03-11,37742154,4,41,0.81,0,0,0,-29
Canada,2020-01-26,1,0,0,2020-03-11,37742154,4,41,0.81,1,0,0,-45
Canada,2020-02-01,4,0,0,2020-03-11,37742154,4,41,0.81,1,0,0,-39
Canada,2020-03-17,478,9,5,2020-03-11,37742154,4,41,0.81,63,1,0,6
Canada,2020-03-09,76,8,1,2020-03-11,37742154,4,41,0.81,12,1,0,-2
Canada,2020-02-10,7,0,0,2020-03-11,37742154,4,41,0.81,0,0,0,-30
Canada,2020-02-20,8,1,0,2020-03-11,37742154,4,41,0.81,0,0,0,-20
Canada,2020-02-27,13,6,0,2020-03-11,37742154,4,41,0.81,2,0,3,-13
Canada,2020-04-02,11284,1735,139,2020-03-11,37742154,4,41,0.81,1724,30,143,22
Canada,2020-01-30,3,0,0,2020-03-11,37742154,4,41,0.81,1,0,0,-41
Canada,2020-02-15,7,1,0,2020-03-11,37742154,4,41,0.81,0,0,0,-25
Canada,2020-02-04,4,0,0,2020-03-11,37742154,4,41,0.81,0,0,0,-36
Canada,2020-03-16,415,9,4,2020-03-11,37742154,4,41,0.81,165,3,1,5
Canada,2020-02-09,7,0,0,2020-03-11,37742154,4,41,0.81,0,0,0,-31
Canada,2020-03-08,64,8,0,2020-03-11,37742154,4,41,0.81,10,0,0,-3
Canada,2020-03-28,5576,466,61,2020-03-11,37742154,4,41,0.81,894,7,210,17
Canada,2020-02-03,4,0,0,2020-03-11,37742154,4,41,0.81,0,0,0,-37
Canada,2020-02-25,11,3,0,2020-03-11,37742154,4,41,0.81,1,0,0,-15
Canada,2020-03-31,8527,1592,101,2020-03-11,37742154,4,41,0.81,1129,21,1126,20
Canada,2020-03-11,108,8,1,2020-03-11,37742154,4,41,0.81,29,0,0,0
Canada,2020-02-17,8,1,0,2020-03-11,37742154,4,41,0.81,1,0,0,-23
Canada,2020-02-26,11,3,0,2020-03-11,37742154,4,41,0.81,0,0,0,-14
Canada,2020-03-10,79,8,1,2020-03-11,37742154,4,41,0.81,3,0,0,-1
Canada,2020-03-20,943,9,12,2020-03-11,37742154,4,41,0.81,143,3,0,9
Canada,2020-04-03,12437,2175,179,2020-03-11,37742154,4,41,0.81,1153,40,440,23
Colombia,2020-03-13,13,0,0,2020-03-19,50882891,46,31,0.8,4,0,0,-6
Colombia,2020-03-25,470,8,4,2020-03-19,50882891,46,31,0.8,92,1,2,6
Colombia,2020-03-29,702,10,10,2020-03-19,50882891,46,31,0.8,94,4,0,10
Colombia,2020-03-12,9,0,0,2020-03-19,50882891,46,31,0.8,0,0,0,-7
Colombia,2020-03-11,9,0,0,2020-03-19,50882891,46,31,0.8,6,0,0,-8
Colombia,2020-04-03,1267,55,25,2020-03-19,50882891,46,31,0.8,106,6,0,15
Colombia,2020-04-01,1065,39,17,2020-03-19,50882891,46,31,0.8,159,1,8,13
Colombia,2020-03-28,608,10,6,2020-03-19,50882891,46,31,0.8,69,0,0,9
Colombia,2020-04-04,1406,85,32,2020-03-19,50882891,46,31,0.8,139,7,30,16
Colombia,2020-03-17,65,1,0,2020-03-19,50882891,46,31,0.8,11,0,1,-2
Colombia,2020-04-06,1579,88,46,2020-03-19,50882891,46,31,0.8,94,11,0,18
Colombia,2020-03-16,54,0,0,2020-03-19,50882891,46,31,0.8,20,0,0,-3
Colombia,2020-04-07,1780,100,50,2020-03-19,50882891,46,31,0.8,201,4,12,19
Colombia,2020-03-14,22,0,0,2020-03-19,50882891,46,31,0.8,9,0,0,-5
Colombia,2020-03-22,231,3,2,2020-03-19,50882891,46,31,0.8,35,2,2,3
Colombia,2020-04-05,1485,88,35,2020-03-19,50882891,46,31,0.8,79,3,3,17
Colombia,2020-04-02,1161,55,19,2020-03-19,50882891,46,31,0.8,96,2,16,14
Colombia,2020-03-19,102,1,0,2020-03-19,50882891,46,31,0.8,9,0,0,0
Colombia,2020-03-20,128,1,0,2020-03-19,50882891,46,31,0.8,26,0,0,1
Colombia,2020-03-15,34,0,0,2020-03-19,50882891,46,31,0.8,12,0,0,-4
Colombia,2020-03-24,378,6,3,2020-03-19,50882891,46,31,0.8,101,0,3,5
Colombia,2020-03-07,1,0,0,2020-03-19,50882891,46,31,0.8,0,0,0,-12
Colombia,2020-03-06,1,0,0,2020-03-19,50882891,46,31,0.8,1,0,0,-13
Colombia,2020-03-21,196,1,0,2020-03-19,50882891,46,31,0.8,68,0,0,2
Colombia,2020-03-26,491,8,6,2020-03-19,50882891,46,31,0.8,21,2,0,7
Colombia,2020-01-23,0,0,0,2020-03-19,50882891,46,31,0.8,0,0,0,-56
Colombia,2020-03-27,539,10,6,2020-03-19,50882891,46,31,0.8,48,0,2,8
Colombia,2020-03-30,798,15,12,2020-03-19,50882891,46,31,0.8,96,2,5,11
Colombia,2020-03-31,906,31,16,2020-03-19,50882891,46,31,0.8,108,4,16,12
Colombia,2020-03-10,3,0,0,2020-03-19,50882891,46,31,0.8,2,0,0,-9
Colombia,2020-03-18,93,1,0,2020-03-19,50882891,46,31,0.8,28,0,0,-1
Colombia,2020-03-08,1,0,0,2020-03-19,50882891,46,31,0.8,0,0,0,-11
Colombia,2020-03-09,1,0,0,2020-03-19,50882891,46,31,0.8,0,0,0,-10
Colombia,2020-03-23,277,3,3,2020-03-19,50882891,46,31,0.8,46,1,0,4
Peru,2020-04-05,2281,989,83,2020-03-17,32971854,26,31,0.79,535,10,75,19
Peru,2020-03-06,1,0,0,2020-03-17,32971854,26,31,0.79,1,0,0,-11
Peru,2020-03-12,15,0,0,2020-03-17,32971854,26,31,0.79,4,0,0,-5
Peru,2020-04-02,1414,537,55,2020-03-17,32971854,26,31,0.79,91,17,143,16
Peru,2020-03-09,7,0,0,2020-03-17,32971854,26,31,0.79,1,0,0,-8
Peru,2020-03-22,363,1,5,2020-03-17,32971854,26,31,0.79,45,0,0,5
Peru,2020-03-11,11,0,0,2020-03-17,32971854,26,31,0.79,0,0,0,-6
Peru,2020-03-26,580,14,9,2020-03-17,32971854,26,31,0.79,100,0,13,9
Peru,2020-03-30,950,53,24,2020-03-17,32971854,26,31,0.79,98,6,37,13
Peru,2020-04-03,1595,537,61,2020-03-17,32971854,26,31,0.79,181,6,0,17
Peru,2020-03-23,395,1,5,2020-03-17,32971854,26,31,0.79,32,0,0,6
Peru,2020-03-14,38,0,0,2020-03-17,32971854,26,31,0.79,10,0,0,-3
Peru,2020-03-28,671,16,16,2020-03-17,32971854,26,31,0.79,36,5,0,11
Peru,2020-04-07,2954,1301,107,2020-03-17,32971854,26,31,0.79,393,15,304,21
Peru,2020-03-15,43,0,0,2020-03-17,32971854,26,31,0.79,5,0,0,-2
Peru,2020-03-27,635,16,11,2020-03-17,32971854,26,31,0.79,55,2,2,10
Peru,2020-03-18,145,1,0,2020-03-17,32971854,26,31,0.79,28,0,0,1
Peru,2020-03-10,11,0,0,2020-03-17,32971854,26,31,0.79,4,0,0,-7
Peru,2020-03-24,416,1,7,2020-03-17,32971854,26,31,0.79,21,2,0,7
Peru,2020-03-21,318,1,5,2020-03-17,32971854,26,31,0.79,84,2,0,4
Peru,2020-03-31,1065,394,30,2020-03-17,32971854,26,31,0.79,115,6,341,14
Peru,2020-03-29,852,16,18,2020-03-17,32971854,26,31,0.79,181,2,0,12
Peru,2020-03-19,234,1,0,2020-03-17,32971854,26,31,0.79,89,0,0,2
Peru,2020-03-20,234,1,3,2020-03-17,32971854,26,31,0.79,0,3,0,3
Peru,2020-03-16,86,0,0,2020-03-17,32971854,26,31,0.79,43,0,0,-1
Peru,2020-03-08,6,0,0,2020-03-17,32971854,26,31,0.79,5,0,0,-9
Peru,2020-04-04,1746,914,73,2020-03-17,32971854,26,31,0.79,151,12,377,18
Peru,2020-04-01,1323,394,38,2020-03-17,32971854,26,31,0.79,258,8,0,15
Peru,2020-04-06,2561,997,92,2020-03-17,32971854,26,31,0.79,280,9,8,20
Peru,2020-03-07,1,0,0,2020-03-17,32971854,26,31,0.79,0,0,0,-10
Peru,2020-03-13,28,0,0,2020-03-17,32971854,26,31,0.79,13,0,0,-4
Peru,2020-03-25,480,1,9,2020-03-17,32971854,26,31,0.79,64,2,0,8
Peru,2020-03-17,117,1,0,2020-03-17,32971854,26,31,0.79,31,0,1,0
Poland,2020-03-16,177,13,4,2020-03-14,37846611,124,42,0.6,58,1,13,2
Poland,2020-03-06,5,0,0,2020-03-14,37846611,124,42,0.6,4,0,0,-8
Poland,2020-03-22,634,13,7,2020-03-14,37846611,124,42,0.6,98,2,0,8
Poland,2020-03-14,103,0,3,2020-03-14,37846611,124,42,0.6,35,1,0,0
Poland,2020-04-01,2554,47,43,2020-03-14,37846611,124,42,0.6,243,10,34,18
Poland,2020-04-02,2946,56,57,2020-03-14,37846611,124,42,0.6,392,14,9,19
Poland,2020-03-21,536,13,5,2020-03-14,37846611,124,42,0.6,111,0,0,7
Poland,2020-04-03,3383,56,71,2020-03-14,37846611,124,42,0.6,437,14,0,20
Poland,2020-03-27,1389,13,16,2020-03-14,37846611,124,42,0.6,168,0,0,13
Poland,2020-04-07,4848,191,129,2020-03-14,37846611,124,42,0.6,435,22,29,24
Poland,2020-03-24,901,13,10,2020-03-14,37846611,124,42,0.6,152,2,0,10
Poland,2020-03-04,1,0,0,2020-03-14,37846611,124,42,0.6,1,0,0,-10
Poland,2020-03-15,119,0,3,2020-03-14,37846611,124,42,0.6,16,0,0,1
Poland,2020-03-25,1051,13,14,2020-03-14,37846611,124,42,0.6,150,4,0,11
Poland,2020-03-30,2055,13,31,2020-03-14,37846611,124,42,0.6,193,9,0,16
Poland,2020-03-09,16,0,0,2020-03-14,37846611,124,42,0.6,5,0,0,-5
Poland,2020-03-19,355,13,5,2020-03-14,37846611,124,42,0.6,104,0,0,5
Poland,2020-03-17,238,13,5,2020-03-14,37846611,124,42,0.6,61,1,0,3
Poland,2020-03-18,251,13,5,2020-03-14,37846611,124,42,0.6,13,0,0,4
Poland,2020-04-04,3627,116,79,2020-03-14,37846611,124,42,0.6,244,8,60,21
Poland,2020-03-29,1862,13,22,2020-03-14,37846611,124,42,0.6,224,4,0,15
Poland,2020-03-07,5,0,0,2020-03-14,37846611,124,42,0.6,0,0,0,-7
Poland,2020-03-13,68,0,2,2020-03-14,37846611,124,42,0.6,19,1,0,-1
Poland,2020-03-11,31,0,0,2020-03-14,37846611,124,42,0.6,9,0,0,-3
Poland,2020-03-23,749,13,8,2020-03-14,37846611,124,42,0.6,115,1,0,9
Poland,2020-03-08,11,0,0,2020-03-14,37846611,124,42,0.6,6,0,0,-6
Poland,2020-03-20,425,13,5,2020-03-14,37846611,124,42,0.6,70,0,0,6
Poland,2020-03-26,1221,13,16,2020-03-14,37846611,124,42,0.6,170,2,0,12
Poland,2020-04-06,4413,162,107,2020-03-14,37846611,124,42,0.6,311,13,28,23
Poland,2020-03-05,1,0,0,2020-03-14,37846611,124,42,0.6,0,0,0,-9
Poland,2020-03-12,49,0,1,2020-03-14,37846611,124,42,0.6,18,1,0,-2
Poland,2020-03-31,2311,13,33,2020-03-14,37846611,124,42,0.6,256,2,0,17
Poland,2020-03-10,22,0,0,2020-03-14,37846611,124,42,0.6,6,0,0,-4
Poland,2020-03-28,1638,13,18,2020-03-14,37846611,124,42,0.6,249,2,0,14
Poland,2020-04-05,4102,134,94,2020-03-14,37846611,124,42,0.6,475,15,18,22
Serbia,2020-03-08,1,0,0,2020-03-19,8737371,100,42,0.56,0,0,0,-11
Serbia,2020-03-17,65,1,0,2020-03-19,8737371,100,42,0.56,10,0,0,-2
Serbia,2020-04-03,1476,15,39,2020-03-19,8737371,100,42,0.56,305,8,0,15
Serbia,2020-04-07,2447,15,61,2020-03-19,8737371,100,42,0.56,247,3,0,19
Serbia,2020-04-06,2200,15,58,2020-03-19,8737371,100,42,0.56,292,7,0,18
Serbia,2020-03-24,303,15,3,2020-03-19,8737371,100,42,0.56,54,0,12,5
Serbia,2020-04-02,1171,15,31,2020-03-19,8737371,100,42,0.56,111,3,0,14
Serbia,2020-03-11,12,0,0,2020-03-19,8737371,100,42,0.56,7,0,0,-8
Serbia,2020-03-22,222,2,2,2020-03-19,8737371,100,42,0.56,51,1,1,3
Serbia,2020-03-29,741,15,13,2020-03-19,8737371,100,42,0.56,82,3,0,10
Serbia,2020-03-31,900,15,16,2020-03-19,8737371,100,42,0.56,115,0,0,12
Serbia,2020-03-18,83,1,0,2020-03-19,8737371,100,42,0.56,18,0,0,-1
Serbia,2020-03-14,46,0,0,2020-03-19,8737371,100,42,0.56,11,0,0,-5
Serbia,2020-03-15,48,0,0,2020-03-19,8737371,100,42,0.56,2,0,0,-4
Serbia,2020-03-07,1,0,0,2020-03-19,8737371,100,42,0.56,0,0,0,-12
Serbia,2020-04-04,1624,15,44,2020-03-19,8737371,100,42,0.56,148,5,0,16
Serbia,2020-03-13,35,0,0,2020-03-19,8737371,100,42,0.56,16,0,0,-6
Serbia,2020-03-23,249,3,3,2020-03-19,8737371,100,42,0.56,27,1,1,4
Serbia,2020-03-20,135,1,1,2020-03-19,8737371,100,42,0.56,32,1,0,1
Serbia,2020-03-30,785,15,16,2020-03-19,8737371,100,42,0.56,44,3,0,11
Serbia,2020-03-12,19,0,0,2020-03-19,8737371,100,42,0.56,7,0,0,-7
Serbia,2020-03-27,457,15,4,2020-03-19,8737371,100,42,0.56,73,0,0,8
Serbia,2020-03-21,171,1,1,2020-03-19,8737371,100,42,0.56,36,0,0,2
Serbia,2020-03-26,384,15,4,2020-03-19,8737371,100,42,0.56,0,0,0,7
Serbia,2020-03-28,659,15,10,2020-03-19,8737371,100,42,0.56,202,6,0,9
Serbia,2020-04-05,1908,15,51,2020-03-19,8737371,100,42,0.56,284,7,0,17
Serbia,2020-03-19,103,1,0,2020-03-19,8737371,100,42,0.56,20,0,0,0
Serbia,2020-03-09,1,0,0,2020-03-19,8737371,100,42,0.56,0,0,0,-10
Serbia,2020-04-01,1060,15,28,2020-03-19,8737371,100,42,0.56,160,12,0,13
Serbia,2020-03-16,55,1,0,2020-03-19,8737371,100,42,0.56,7,0,1,-3
Serbia,2020-03-06,1,0,0,2020-03-19,8737371,100,42,0.56,1,0,0,-13
Serbia,2020-03-10,5,0,0,2020-03-19,8737371,100,42,0.56,4,0,0,-9
Serbia,2020-03-25,384,15,4,2020-03-19,8737371,100,42,0.56,81,1,0,6
United Arab Emirates,2020-02-23,13,4,0,2020-03-18,9890402,118,33,0.86,0,0,0,-24
United Arab Emirates,2020-03-26,333,52,2,2020-03-18,9890402,118,33,0.86,0,0,0,8
United Arab Emirates,2020-04-05,1799,144,10,2020-03-18,9890402,118,33,0.86,294,0,19,18
United Arab Emirates,2020-03-14,85,17,0,2020-03-18,9890402,118,33,0.86,0,0,0,-4
United Arab Emirates,2020-03-17,98,23,0,2020-03-18,9890402,118,33,0.86,0,0,0,-1
United Arab Emirates,2020-03-18,113,26,0,2020-03-18,9890402,118,33,0.86,15,0,3,0
United Arab Emirates,2020-04-02,1024,96,8,2020-03-18,9890402,118,33,0.86,210,0,35,15
United Arab Emirates,2020-02-09,7,0,0,2020-03-18,9890402,118,33,0.86,0,0,0,-38
United Arab Emirates,2020-02-11,8,0,0,2020-03-18,9890402,118,33,0.86,0,0,0,-36
United Arab Emirates,2020-03-04,27,5,0,2020-03-18,9890402,118,33,0.86,0,0,0,-14
United Arab Emirates,2020-04-07,2359,186,12,2020-03-18,9890402,118,33,0.86,283,1,19,20
United Arab Emirates,2020-02-18,9,4,0,2020-03-18,9890402,118,33,0.86,0,0,0,-29
United Arab Emirates,2020-04-06,2076,167,11,2020-03-18,9890402,118,33,0.86,277,1,23,19
United Arab Emirates,2020-02-21,9,4,0,2020-03-18,9890402,118,33,0.86,0,0,0,-26
United Arab Emirates,2020-03-16,98,23,0,2020-03-18,9890402,118,33,0.86,0,0,0,-2
United Arab Emirates,2020-03-24,248,45,2,2020-03-18,9890402,118,33,0.86,50,0,4,6
United Arab Emirates,2020-02-13,8,1,0,2020-03-18,9890402,118,33,0.86,0,0,0,-34
United Arab Emirates,2020-02-17,9,4,0,2020-03-18,9890402,118,33,0.86,0,0,0,-30
United Arab Emirates,2020-02-20,9,4,0,2020-03-18,9890402,118,33,0.86,0,0,0,-27
United Arab Emirates,2020-02-25,13,4,0,2020-03-18,9890402,118,33,0.86,0,0,0,-22
United Arab Emirates,2020-02-15,8,3,0,2020-03-18,9890402,118,33,0.86,0,0,2,-32
United Arab Emirates,2020-02-26,13,4,0,2020-03-18,9890402,118,33,0.86,0,0,0,-21
United Arab Emirates,2020-03-01,21,5,0,2020-03-18,9890402,118,33,0.86,0,0,0,-17
United Arab Emirates,2020-03-15,98,23,0,2020-03-18,9890402,118,33,0.86,13,0,6,-3
United Arab Emirates,2020-02-16,9,4,0,2020-03-18,9890402,118,33,0.86,1,0,1,-31
United Arab Emirates,2020-02-06,5,0,0,2020-03-18,9890402,118,33,0.86,0,0,0,-41
United Arab Emirates,2020-02-12,8,1,0,2020-03-18,9890402,118,33,0.86,0,0,1,-35
United Arab Emirates,2020-02-02,5,0,0,2020-03-18,9890402,118,33,0.86,1,0,0,-45
United Arab Emirates,2020-02-22,13,4,0,2020-03-18,9890402,118,33,0.86,4,0,0,-25
